Text Inputs : Specimen label,"S1.104M_LS_CONDYLE"
Notes : Specimen note 1,"Sheep, LS.

Tried testing on the condyle to verify that chipping the bone and gluing it back together does not effect the mechanical properties. Angle of the plane caused it to slip off and test to be void."

Time,Extension,Load,True stress
(sec),(mm),(N),(MPa)
4.14080,-66.33667,-3.60178,0.50148
4.14180,-66.33651,-3.58234,0.49878
4.14280,-66.33638,-3.56360,0.49617
4.14380,-66.33628,-3.54739,0.49391
4.14400,-66.33628,-3.54739,0.49391
4.14480,-66.33624,-3.53524,0.49222
4.14580,-66.33625,-3.52821,0.49125
4.14680,-66.33633,-3.52702,0.49108
4.14780,-66.33646,-3.53195,0.49176
4.14880,-66.33663,-3.54255,0.49324
4.14980,-66.33684,-3.55797,0.49538
4.15080,-66.33705,-3.57682,0.49800
4.15180,-66.33726,-3.59712,0.50082
4.15280,-66.33746,-3.61687,0.50357
4.15380,-66.33761,-3.63409,0.50597
4.15480,-66.33772,-3.64705,0.50777
4.15580,-66.33776,-3.65459,0.50882
4.15680,-66.33774,-3.65614,0.50904
4.15780,-66.33767,-3.65183,0.50844
4.15880,-66.33755,-3.64209,0.50708
4.15980,-66.33740,-3.62768,0.50508
4.16000,-66.33740,-3.62768,0.50508
4.16080,-66.33723,-3.60986,0.50260
4.16180,-66.33706,-3.59031,0.49988
4.16280,-66.33692,-3.57080,0.49717
4.16380,-66.33680,-3.55316,0.49471
4.16480,-66.33674,-3.53909,0.49275
4.16580,-66.33673,-3.52968,0.49144
4.16680,-66.33679,-3.52580,0.49090
4.16780,-66.33690,-3.52794,0.49120
4.16880,-66.33707,-3.53593,0.49231
4.16980,-66.33726,-3.54913,0.49414
4.17080,-66.33748,-3.56633,0.49653
4.17280,-66.33791,-3.60540,0.50197
4.17380,-66.33808,-3.62334,0.50446
4.17480,-66.33820,-3.63776,0.50647
4.17580,-66.33827,-3.64731,0.50780
4.17600,-66.33827,-3.64731,0.50780
4.17680,-66.33827,-3.65119,0.50834
4.17780,-66.33822,-3.64920,0.50806
4.17880,-66.33811,-3.64168,0.50702
4.17980,-66.33797,-3.62924,0.50529
4.18080,-66.33781,-3.61294,0.50302
4.18280,-66.33749,-3.57521,0.49777
4.18380,-66.33736,-3.55717,0.49526
4.18480,-66.33728,-3.54204,0.49316
4.18580,-66.33726,-3.53107,0.49163
4.18680,-66.33728,-3.52531,0.49083
4.18780,-66.33737,-3.52544,0.49084
4.18880,-66.33751,-3.53156,0.49169
4.18980,-66.33768,-3.54319,0.49331
4.19080,-66.33788,-3.55927,0.49555
4.19180,-66.33810,-3.57830,0.49819
4.19200,-66.33810,-3.57830,0.49819
4.19280,-66.33830,-3.59834,0.50098
4.19380,-66.33848,-3.61734,0.50362
4.19480,-66.33861,-3.63333,0.50585
4.19580,-66.33869,-3.64470,0.50743
4.19680,-66.33871,-3.65046,0.50823
4.19780,-66.33867,-3.65022,0.50820
4.19880,-66.33858,-3.64430,0.50737
4.19980,-66.33844,-3.63335,0.50585
4.20080,-66.33829,-3.61830,0.50376
4.20280,-66.33796,-3.58173,0.49867
4.20380,-66.33782,-3.56353,0.49614
4.20480,-66.33772,-3.54776,0.49395
4.20580,-66.33767,-3.53587,0.49229
4.20680,-66.33768,-3.52894,0.49133
4.20780,-66.33775,-3.52764,0.49114
4.20800,-66.33775,-3.52764,0.49114
4.20880,-66.33787,-3.53224,0.49178
4.20980,-66.33802,-3.54234,0.49319
4.21080,-66.33822,-3.55708,0.49524
4.21180,-66.33842,-3.57514,0.49775
4.21280,-66.33862,-3.59463,0.50046
4.21380,-66.33880,-3.61356,0.50309
4.21480,-66.33894,-3.62992,0.50537
4.21580,-66.33903,-3.64200,0.50705
4.21680,-66.33907,-3.64868,0.50798
4.21780,-66.33904,-3.64945,0.50808
4.21880,-66.33895,-3.64449,0.50739
4.21980,-66.33882,-3.63433,0.50598
4.22080,-66.33866,-3.61985,0.50397
4.22180,-66.33849,-3.60236,0.50154
4.22280,-66.33832,-3.58348,0.49891
4.22380,-66.33818,-3.56499,0.49634
4.22400,-66.33818,-3.56499,0.49634
4.22480,-66.33808,-3.54871,0.49407
4.22580,-66.33802,-3.53617,0.49233
4.22680,-66.33802,-3.52845,0.49125
4.22780,-66.33808,-3.52630,0.49095
4.22880,-66.33820,-3.53010,0.49148
4.22980,-66.33836,-3.53950,0.49279
4.23080,-66.33855,-3.55373,0.49476
4.23180,-66.33876,-3.57146,0.49723
4.23280,-66.33897,-3.59085,0.49993
4.23380,-66.33915,-3.60995,0.50258
4.23480,-66.33930,-3.62677,0.50492
4.23580,-66.33939,-3.63956,0.50670
4.23680,-66.33943,-3.64707,0.50775
4.23780,-66.33941,-3.64865,0.50797
4.23880,-66.33933,-3.64436,0.50737
4.23980,-66.33921,-3.63469,0.50603
4.24000,-66.33921,-3.63469,0.50603
4.24080,-66.33905,-3.62050,0.50405
4.24180,-66.33889,-3.60304,0.50162
4.24280,-66.33872,-3.58390,0.49896
4.24380,-66.33857,-3.56480,0.49631
4.24480,-66.33846,-3.54758,0.49391
4.24580,-66.33840,-3.53388,0.49200
4.24680,-66.33840,-3.52484,0.49075
4.24780,-66.33845,-3.52134,0.49026
4.24880,-66.33856,-3.52383,0.49060
4.24980,-66.33872,-3.53207,0.49175
4.25080,-66.33891,-3.54536,0.49359
4.25180,-66.33912,-3.56247,0.49597
4.25380,-66.33952,-3.60102,0.50133
4.25480,-66.33968,-3.61850,0.50377
4.25580,-66.33980,-3.63229,0.50568
4.25600,-66.33980,-3.63229,0.50568
4.25680,-66.33985,-3.64102,0.50690
4.25780,-66.33985,-3.64391,0.50730
4.25880,-66.33979,-3.64090,0.50688
4.25980,-66.33968,-3.63244,0.50571
4.26080,-66.33953,-3.61927,0.50387
4.26180,-66.33936,-3.60250,0.50154
4.26380,-66.33904,-3.56458,0.49627
4.26480,-66.33892,-3.54707,0.49383
4.26580,-66.33884,-3.53296,0.49187
4.26680,-66.33882,-3.52340,0.49054
4.26780,-66.33887,-3.51934,0.48997
4.26880,-66.33897,-3.52126,0.49024
4.26980,-66.33912,-3.52903,0.49132
4.27080,-66.33930,-3.54206,0.49313
4.27180,-66.33951,-3.55919,0.49551
4.27200,-66.33951,-3.55919,0.49551
4.27380,-66.33992,-3.59883,0.50102
4.27480,-66.34008,-3.61729,0.50359
4.27580,-66.34021,-3.63229,0.50568
4.27680,-66.34027,-3.64234,0.50708
4.27780,-66.34027,-3.64659,0.50767
4.27880,-66.34021,-3.64482,0.50742
4.27980,-66.34010,-3.63736,0.50638
4.28080,-66.33994,-3.62488,0.50465
4.28180,-66.33976,-3.60843,0.50236
4.28380,-66.33940,-3.57008,0.49703
4.28480,-66.33926,-3.55182,0.49449
4.28580,-66.33916,-3.53661,0.49237
4.28680,-66.33912,-3.52570,0.49085
4.28780,-66.33914,-3.52009,0.49007
4.28800,-66.33914,-3.52009,0.49007
4.28880,-66.33921,-3.52037,0.49011
4.28980,-66.33933,-3.52657,0.49097
4.29080,-66.33950,-3.53820,0.49259
4.29180,-66.33970,-3.55423,0.49482
4.29280,-66.33989,-3.57314,0.49745
4.29380,-66.34008,-3.59300,0.50021
4.29480,-66.34025,-3.61176,0.50282
4.29580,-66.34038,-3.62752,0.50501
4.29680,-66.34044,-3.63867,0.50656
4.29780,-66.34045,-3.64420,0.50733
4.29880,-66.34040,-3.64369,0.50726
4.29980,-66.34029,-3.63741,0.50639
4.30080,-66.34014,-3.62596,0.50480
4.30180,-66.33996,-3.61027,0.50262
4.30280,-66.33978,-3.59187,0.50006
4.30380,-66.33960,-3.57241,0.49735
4.30400,-66.33960,-3.57241,0.49735
4.30480,-66.33945,-3.55379,0.49476
4.30580,-66.33935,-3.53785,0.49254
4.30680,-66.33930,-3.52600,0.49089
4.30780,-66.33931,-3.51929,0.48996
4.30880,-66.33939,-3.51842,0.48984
4.30980,-66.33952,-3.52362,0.49056
4.31080,-66.33970,-3.53446,0.49207
4.31180,-66.33990,-3.55004,0.49423
4.31280,-66.34011,-3.56899,0.49687
4.31380,-66.34032,-3.58934,0.49970
4.31480,-66.34051,-3.60905,0.50244
4.31580,-66.34065,-3.62608,0.50481
4.31680,-66.34074,-3.63871,0.50656
4.31780,-66.34078,-3.64581,0.50755
4.31880,-66.34075,-3.64685,0.50770
4.31980,-66.34067,-3.64201,0.50702
4.32000,-66.34067,-3.64201,0.50702
4.32080,-66.34053,-3.63176,0.50560
4.32180,-66.34036,-3.61684,0.50352
4.32280,-66.34019,-3.59858,0.50099
4.32380,-66.34002,-3.57865,0.49821
4.32480,-66.33986,-3.55885,0.49546
4.32580,-66.33974,-3.54108,0.49299
4.32680,-66.33968,-3.52696,0.49102
4.32780,-66.33966,-3.51760,0.48972
4.32880,-66.33971,-3.51384,0.48919
4.32980,-66.33982,-3.51619,0.48952
4.33080,-66.33997,-3.52446,0.49067
4.33180,-66.34017,-3.53807,0.49256
4.33280,-66.34038,-3.55581,0.49503
4.33480,-66.34078,-3.59629,0.50066
4.33580,-66.34095,-3.61490,0.50325
4.33600,-66.34095,-3.61490,0.50325
4.33680,-66.34107,-3.62988,0.50533
4.33780,-66.34113,-3.63985,0.50672
4.33880,-66.34113,-3.64401,0.50730
4.33980,-66.34107,-3.64217,0.50704
4.34080,-66.34096,-3.63463,0.50599
4.34180,-66.34081,-3.62195,0.50423
4.34280,-66.34063,-3.60518,0.50190
4.34480,-66.34027,-3.56572,0.49641
4.34580,-66.34013,-3.54644,0.49373
4.34680,-66.34003,-3.52986,0.49142
4.34780,-66.33998,-3.51729,0.48967
4.34880,-66.33999,-3.50985,0.48864
4.34980,-66.34007,-3.50832,0.48842
4.35080,-66.34020,-3.51291,0.48906
4.35180,-66.34037,-3.52331,0.49050
4.35200,-66.34037,-3.52331,0.49050
4.35280,-66.34058,-3.53861,0.49263
4.35380,-66.34080,-3.55744,0.49525
4.35480,-66.34102,-3.57791,0.49809
4.35580,-66.34122,-3.59791,0.50088
4.35680,-66.34138,-3.61537,0.50330
4.35780,-66.34149,-3.62853,0.50514
4.35880,-66.34154,-3.63626,0.50621
4.35980,-66.34153,-3.63801,0.50645
4.36080,-66.34146,-3.63394,0.50589
4.36180,-66.34135,-3.62460,0.50459
4.36280,-66.34120,-3.61081,0.50267
4.36380,-66.34104,-3.59384,0.50031
4.36480,-66.34088,-3.57523,0.49772
4.36580,-66.34074,-3.55660,0.49513
4.36680,-66.34063,-3.53976,0.49279
4.36780,-66.34057,-3.52629,0.49091
4.36800,-66.34057,-3.52629,0.49091
4.36880,-66.34057,-3.51738,0.48968
4.36980,-66.34063,-3.51399,0.48920
4.37080,-66.34074,-3.51654,0.48956
4.37180,-66.34090,-3.52484,0.49071
4.37280,-66.34110,-3.53823,0.49257
4.37380,-66.34131,-3.55555,0.49498
4.37580,-66.34173,-3.59491,0.50045
4.37680,-66.34191,-3.61284,0.50294
4.37780,-66.34204,-3.62704,0.50492
4.37880,-66.34210,-3.63613,0.50618
4.37980,-66.34211,-3.63942,0.50664
4.38080,-66.34206,-3.63686,0.50629
4.38180,-66.34195,-3.62887,0.50518
4.38280,-66.34181,-3.61617,0.50341
4.38380,-66.34165,-3.59985,0.50114
4.38400,-66.34165,-3.59985,0.50114
4.38580,-66.34133,-3.56279,0.49599
4.38680,-66.34120,-3.54555,0.49359
4.38780,-66.34112,-3.53149,0.49163
4.38880,-66.34110,-3.52175,0.49028
4.38980,-66.34114,-3.51732,0.48966
4.39080,-66.34123,-3.51875,0.48986
4.39180,-66.34137,-3.52592,0.49085
4.39280,-66.34155,-3.53828,0.49257
4.39380,-66.34175,-3.55469,0.49485
4.39580,-66.34215,-3.59296,0.50017
4.39680,-66.34231,-3.61084,0.50266
4.39780,-66.34243,-3.62539,0.50468
4.39880,-66.34249,-3.63511,0.50604
4.39980,-66.34249,-3.63913,0.50660
4.40000,-66.34249,-3.63913,0.50660
4.40080,-66.34243,-3.63721,0.50633
4.40180,-66.34232,-3.62970,0.50529
4.40280,-66.34217,-3.61730,0.50356
4.40380,-66.34200,-3.60110,0.50131
4.40580,-66.34165,-3.56360,0.49609
4.40680,-66.34152,-3.54582,0.49362
4.40780,-66.34143,-3.53107,0.49157
4.40880,-66.34139,-3.52060,0.49011
4.40980,-66.34141,-3.51543,0.48939
4.41080,-66.34149,-3.51614,0.48949
4.41180,-66.34162,-3.52272,0.49040
4.41280,-66.34179,-3.53464,0.49206
4.41380,-66.34198,-3.55080,0.49431
4.41580,-66.34237,-3.58933,0.49966
4.41600,-66.34237,-3.58933,0.49966
4.41680,-66.34254,-3.60775,0.50223
4.41780,-66.34267,-3.62306,0.50436
4.41880,-66.34273,-3.63370,0.50584
4.41980,-66.34274,-3.63870,0.50653
4.42080,-66.34268,-3.63773,0.50640
4.42180,-66.34258,-3.63111,0.50548
4.42280,-66.34244,-3.61946,0.50386
4.42380,-66.34227,-3.60371,0.50167
4.42580,-66.34194,-3.56609,0.49644
4.42680,-66.34181,-3.54780,0.49389
4.42780,-66.34172,-3.53237,0.49174
4.42880,-66.34168,-3.52117,0.49019
4.42980,-66.34171,-3.51522,0.48936
4.43080,-66.34179,-3.51516,0.48935
4.43180,-66.34193,-3.52114,0.49018
4.43200,-66.34193,-3.52114,0.49018
4.43280,-66.34211,-3.53270,0.49178
4.43380,-66.34231,-3.54888,0.49403
4.43480,-66.34252,-3.56826,0.49673
4.43580,-66.34273,-3.58880,0.49959
4.43680,-66.34291,-3.60849,0.50232
4.43780,-66.34305,-3.62532,0.50467
4.43880,-66.34312,-3.63764,0.50638
4.43980,-66.34314,-3.64438,0.50732
4.44080,-66.34310,-3.64503,0.50741
4.44180,-66.34300,-3.63982,0.50668
4.44280,-66.34286,-3.62922,0.50521
4.44380,-66.34268,-3.61405,0.50310
4.44480,-66.34250,-3.59572,0.50055
4.44580,-66.34232,-3.57590,0.49780
4.44680,-66.34217,-3.55642,0.49509
4.44780,-66.34205,-3.53914,0.49268
4.44800,-66.34205,-3.53914,0.49268
4.44880,-66.34198,-3.52559,0.49080
4.44980,-66.34197,-3.51686,0.48958
4.45080,-66.34202,-3.51376,0.48915
4.45180,-66.34212,-3.51675,0.48956
4.45280,-66.34227,-3.52559,0.49079
4.45380,-66.34246,-3.53959,0.49274
4.45480,-66.34267,-3.55751,0.49523
4.45580,-66.34287,-3.57748,0.49801
4.45680,-66.34306,-3.59751,0.50079
4.45780,-66.34322,-3.61554,0.50330
4.45880,-66.34332,-3.62972,0.50527
4.45980,-66.34337,-3.63874,0.50653
4.46080,-66.34336,-3.64188,0.50696
4.46180,-66.34329,-3.63906,0.50657
4.46280,-66.34316,-3.63063,0.50540
4.46380,-66.34300,-3.61721,0.50354
4.46400,-66.34300,-3.61721,0.50354
4.46480,-66.34282,-3.59989,0.50113
4.46680,-66.34248,-3.55990,0.49557
4.46780,-66.34234,-3.54068,0.49289
4.46880,-66.34225,-3.52440,0.49063
4.46980,-66.34221,-3.51229,0.48894
4.47080,-66.34223,-3.50543,0.48799
4.47180,-66.34230,-3.50450,0.48786
4.47280,-66.34244,-3.50961,0.48857
4.47380,-66.34262,-3.52044,0.49007
4.47480,-66.34283,-3.53606,0.49224
4.47580,-66.34306,-3.55505,0.49488
4.47680,-66.34327,-3.57547,0.49772
4.47780,-66.34347,-3.59514,0.50046
4.47880,-66.34362,-3.61197,0.50280
4.47980,-66.34371,-3.62433,0.50452
4.48000,-66.34371,-3.62433,0.50452
4.48080,-66.34375,-3.63116,0.50547
4.48180,-66.34373,-3.63202,0.50559
4.48280,-66.34365,-3.62710,0.50490
4.48380,-66.34352,-3.61688,0.50348
4.48480,-66.34337,-3.60220,0.50144
4.48580,-66.34320,-3.58439,0.49897
4.48680,-66.34304,-3.56505,0.49627
4.48780,-66.34289,-3.54587,0.49361
4.48880,-66.34278,-3.52867,0.49121
4.48980,-66.34272,-3.51498,0.48931
4.49080,-66.34271,-3.50601,0.48806
4.49180,-66.34277,-3.50270,0.48760
4.49280,-66.34288,-3.50549,0.48799
4.49380,-66.34304,-3.51423,0.48920
4.49480,-66.34324,-3.52823,0.49115
4.49580,-66.34346,-3.54628,0.49366
4.49600,-66.34346,-3.54628,0.49366
4.49780,-66.34388,-3.58704,0.49932
4.49880,-66.34406,-3.60555,0.50190
4.49980,-66.34418,-3.62026,0.50394
4.50080,-66.34425,-3.62982,0.50527
4.50180,-66.34425,-3.63349,0.50578
4.50280,-66.34420,-3.63125,0.50547
4.50380,-66.34409,-3.62356,0.50440
4.50480,-66.34395,-3.61112,0.50267
4.50580,-66.34379,-3.59504,0.50044
4.50780,-66.34347,-3.55811,0.49530
4.50880,-66.34335,-3.54065,0.49287
4.50980,-66.34327,-3.52619,0.49086
4.51080,-66.34324,-3.51595,0.48944
4.51180,-66.34327,-3.51098,0.48874
4.51200,-66.34327,-3.51098,0.48874
4.51280,-66.34335,-3.51185,0.48886
4.51380,-66.34349,-3.51851,0.48979
4.51480,-66.34367,-3.53045,0.49145
4.51580,-66.34387,-3.54662,0.49370
4.51680,-66.34407,-3.56553,0.49633
4.51780,-66.34426,-3.58526,0.49907
4.51880,-66.34443,-3.60372,0.50164
4.51980,-66.34455,-3.61895,0.50376
4.52080,-66.34462,-3.62938,0.50521
4.52180,-66.34463,-3.63406,0.50586
4.52280,-66.34457,-3.63276,0.50568
4.52380,-66.34447,-3.62585,0.50472
4.52480,-66.34432,-3.61398,0.50307
4.52580,-66.34416,-3.59815,0.50087
4.52780,-66.34383,-3.56076,0.49567
4.52800,-66.34383,-3.56076,0.49567
4.52880,-66.34369,-3.54272,0.49316
4.52980,-66.34361,-3.52757,0.49105
4.53080,-66.34357,-3.51660,0.48952
4.53180,-66.34359,-3.51082,0.48872
4.53280,-66.34367,-3.51083,0.48872
4.53380,-66.34379,-3.51672,0.48954
4.53480,-66.34395,-3.52804,0.49111
4.53580,-66.34415,-3.54384,0.49331
4.53680,-66.34435,-3.56271,0.49593
4.53780,-66.34455,-3.58269,0.49871
4.53880,-66.34472,-3.60169,0.50135
4.53980,-66.34485,-3.61779,0.50359
4.54080,-66.34493,-3.62935,0.50520
4.54180,-66.34495,-3.63536,0.50603
4.54280,-66.34491,-3.63534,0.50603
4.54380,-66.34482,-3.62953,0.50522
4.54400,-66.34482,-3.62953,0.50522
4.54480,-66.34468,-3.61847,0.50369
4.54580,-66.34451,-3.60302,0.50154
4.54680,-66.34434,-3.58466,0.49899
4.54780,-66.34417,-3.56510,0.49627
4.54880,-66.34403,-3.54624,0.49364
4.54980,-66.34393,-3.52991,0.49137
4.55080,-66.34388,-3.51761,0.48966
4.55180,-66.34389,-3.51040,0.48866
4.55280,-66.34396,-3.50905,0.48847
4.55380,-66.34408,-3.51384,0.48913
4.55480,-66.34425,-3.52439,0.49060
4.55580,-66.34445,-3.53988,0.49275
4.55680,-66.34466,-3.55893,0.49540
4.55780,-66.34487,-3.57959,0.49827
4.55880,-66.34505,-3.59985,0.50109
4.55980,-66.34520,-3.61770,0.50357
4.56000,-66.34520,-3.61770,0.50357
4.56080,-66.34530,-3.63137,0.50547
4.56180,-66.34533,-3.63962,0.50662
4.56280,-66.34531,-3.64181,0.50693
4.56380,-66.34523,-3.63801,0.50640
4.56480,-66.34510,-3.62865,0.50510
4.56580,-66.34493,-3.61446,0.50312
4.56680,-66.34475,-3.59667,0.50065
4.56780,-66.34457,-3.57688,0.49790
4.56880,-66.34440,-3.55681,0.49511
4.56980,-66.34426,-3.53830,0.49253
4.57080,-66.34417,-3.52310,0.49042
4.57180,-66.34413,-3.51239,0.48893
4.57280,-66.34415,-3.50711,0.48819
4.57380,-66.34424,-3.50787,0.48830
4.57480,-66.34437,-3.51459,0.48923
4.57580,-66.34454,-3.52680,0.49093
4.57600,-66.34454,-3.52680,0.49093
4.57680,-66.34474,-3.54345,0.49324
4.57880,-66.34514,-3.58319,0.49877
4.57980,-66.34531,-3.60210,0.50140
4.58080,-66.34545,-3.61766,0.50356
4.58180,-66.34552,-3.62838,0.50505
4.58280,-66.34553,-3.63339,0.50575
4.58380,-66.34548,-3.63243,0.50562
4.58480,-66.34539,-3.62577,0.50469
4.58580,-66.34524,-3.61389,0.50304
4.58680,-66.34508,-3.59772,0.50079
4.58780,-66.34490,-3.57872,0.49815
4.58880,-66.34474,-3.55845,0.49533
4.58980,-66.34459,-3.53872,0.49259
4.59080,-66.34449,-3.52135,0.49017
4.59180,-66.34444,-3.50777,0.48828
4.59200,-66.34444,-3.50777,0.48828
4.59280,-66.34444,-3.49921,0.48709
4.59380,-66.34451,-3.49652,0.48671
4.59480,-66.34464,-3.50006,0.48721
4.59580,-66.34481,-3.50966,0.48854
4.59680,-66.34501,-3.52453,0.49061
4.59780,-66.34524,-3.54337,0.49322
4.59980,-66.34567,-3.58514,0.49903
4.60080,-66.34583,-3.60380,0.50163
4.60180,-66.34595,-3.61845,0.50367
4.60280,-66.34602,-3.62782,0.50497
4.60380,-66.34601,-3.63122,0.50544
4.60480,-66.34595,-3.62864,0.50508
4.60580,-66.34584,-3.62059,0.50396
4.60680,-66.34569,-3.60777,0.50218
4.60780,-66.34552,-3.59136,0.49990
4.60800,-66.34552,-3.59136,0.49990
4.60980,-66.34519,-3.55396,0.49470
4.61080,-66.34506,-3.53639,0.49226
4.61180,-66.34497,-3.52186,0.49023
4.61280,-66.34494,-3.51161,0.48881
4.61380,-66.34497,-3.50671,0.48813
4.61480,-66.34506,-3.50773,0.48827
4.61580,-66.34520,-3.51459,0.48922
4.61680,-66.34537,-3.52679,0.49091
4.61780,-66.34557,-3.54325,0.49320
4.61980,-66.34597,-3.58241,0.49865
4.62080,-66.34613,-3.60104,0.50124
4.62180,-66.34626,-3.61638,0.50337
4.62280,-66.34632,-3.62688,0.50483
4.62380,-66.34633,-3.63168,0.50550
4.62400,-66.34633,-3.63168,0.50550
4.62480,-66.34628,-3.63057,0.50535
4.62580,-66.34617,-3.62393,0.50442
4.62680,-66.34603,-3.61241,0.50282
4.62780,-66.34586,-3.59697,0.50068
4.62980,-66.34553,-3.56040,0.49559
4.63080,-66.34540,-3.54273,0.49313
4.63180,-66.34531,-3.52789,0.49107
4.63280,-66.34527,-3.51717,0.48958
4.63380,-66.34529,-3.51157,0.48880
4.63480,-66.34537,-3.51170,0.48881
4.63580,-66.34550,-3.51763,0.48964
4.63680,-66.34565,-3.52891,0.49121
4.63780,-66.34585,-3.54460,0.49339
4.63880,-66.34604,-3.56327,0.49598
4.63980,-66.34623,-3.58294,0.49872
4.64000,-66.34623,-3.58294,0.49872
4.64080,-66.34640,-3.60151,0.50130
4.64180,-66.34653,-3.61706,0.50346
4.64280,-66.34660,-3.62802,0.50499
4.64380,-66.34661,-3.63337,0.50573
4.64480,-66.34656,-3.63272,0.50564
4.64580,-66.34646,-3.62631,0.50475
4.64680,-66.34632,-3.61471,0.50314
4.64780,-66.34615,-3.59881,0.50093
4.64880,-66.34598,-3.58009,0.49832
4.64980,-66.34582,-3.56027,0.49557
4.65080,-66.34569,-3.54126,0.49292
4.65180,-66.34560,-3.52495,0.49066
4.65280,-66.34556,-3.51282,0.48897
4.65380,-66.34558,-3.50596,0.48801
4.65480,-66.34567,-3.50511,0.48789
4.65580,-66.34581,-3.51052,0.48864
4.65600,-66.34581,-3.51052,0.48864
4.65680,-66.34600,-3.52178,0.49021
4.65780,-66.34622,-3.53799,0.49246
4.65880,-66.34645,-3.55772,0.49520
4.65980,-66.34667,-3.57895,0.49816
4.66080,-66.34687,-3.59964,0.50103
4.66180,-66.34703,-3.61775,0.50355
4.66280,-66.34713,-3.63152,0.50547
4.66380,-66.34717,-3.63974,0.50661
4.66480,-66.34715,-3.64179,0.50690
4.66580,-66.34707,-3.63777,0.50634
4.66680,-66.34694,-3.62813,0.50500
4.66780,-66.34678,-3.61362,0.50298
4.66880,-66.34659,-3.59549,0.50046
4.66980,-66.34640,-3.57533,0.49766
4.67080,-66.34623,-3.55491,0.49482
4.67180,-66.34610,-3.53615,0.49221
4.67200,-66.34610,-3.53615,0.49221
4.67280,-66.34601,-3.52075,0.49006
4.67380,-66.34597,-3.50992,0.48856
4.67480,-66.34600,-3.50459,0.48782
4.67580,-66.34607,-3.50535,0.48792
4.67680,-66.34621,-3.51211,0.48886
4.67780,-66.34638,-3.52440,0.49057
4.67880,-66.34658,-3.54115,0.49290
4.68080,-66.34698,-3.58109,0.49845
4.68180,-66.34716,-3.60008,0.50109
4.68280,-66.34728,-3.61566,0.50326
4.68380,-66.34736,-3.62638,0.50475
4.68480,-66.34737,-3.63136,0.50544
4.68580,-66.34732,-3.63033,0.50530
4.68680,-66.34722,-3.62356,0.50436
4.68780,-66.34708,-3.61152,0.50268
4.68800,-66.34708,-3.61152,0.50268
4.68880,-66.34691,-3.59511,0.50040
4.68980,-66.34674,-3.57578,0.49771
4.69080,-66.34657,-3.55514,0.49484
4.69180,-66.34644,-3.53504,0.49205
4.69280,-66.34633,-3.51733,0.48958
4.69380,-66.34627,-3.50347,0.48766
4.69480,-66.34628,-3.49468,0.48643
4.69580,-66.34635,-3.49182,0.48603
4.69680,-66.34647,-3.49525,0.48651
4.69780,-66.34664,-3.50478,0.48783
4.69880,-66.34686,-3.51967,0.48990
4.69980,-66.34709,-3.53863,0.49254
4.70180,-66.34753,-3.58094,0.49842
4.70280,-66.34770,-3.59996,0.50107
4.70380,-66.34783,-3.61498,0.50315
4.70400,-66.34783,-3.61498,0.50315
4.70480,-66.34789,-3.62470,0.50451
4.70580,-66.34788,-3.62841,0.50502
4.70680,-66.34783,-3.62611,0.50470
4.70780,-66.34771,-3.61829,0.50362
4.70880,-66.34756,-3.60565,0.50186
4.70980,-66.34740,-3.58935,0.49959
4.71180,-66.34706,-3.55188,0.49438
4.71280,-66.34693,-3.53409,0.49191
4.71380,-66.34685,-3.51924,0.48984
4.71480,-66.34682,-3.50864,0.48837
4.71580,-66.34685,-3.50338,0.48764
4.71680,-66.34693,-3.50406,0.48773
4.71780,-66.34707,-3.51066,0.48864
4.71880,-66.34725,-3.52267,0.49031
4.71980,-66.34744,-3.53906,0.49259
4.72000,-66.34744,-3.53906,0.49259
4.72080,-66.34765,-3.55832,0.49527
4.72180,-66.34785,-3.57851,0.49808
4.72280,-66.34802,-3.59748,0.50072
4.72380,-66.34815,-3.61325,0.50291
4.72480,-66.34823,-3.62421,0.50443
4.72580,-66.34824,-3.62942,0.50516
4.72680,-66.34819,-3.62863,0.50505
4.72780,-66.34809,-3.62220,0.50415
4.72880,-66.34795,-3.61076,0.50256
4.72980,-66.34779,-3.59525,0.50041
4.73180,-66.34744,-3.55813,0.49525
4.73280,-66.34730,-3.54002,0.49273
4.73380,-66.34720,-3.52466,0.49059
4.73480,-66.34716,-3.51338,0.48902
4.73580,-66.34716,-3.50720,0.48816
4.73600,-66.34716,-3.50720,0.48816
4.73680,-66.34722,-3.50675,0.48810
4.73780,-66.34733,-3.51219,0.48885
4.73880,-66.34749,-3.52311,0.49037
4.73980,-66.34767,-3.53865,0.49253
4.74080,-66.34787,-3.55742,0.49514
4.74180,-66.34807,-3.57743,0.49792
4.74280,-66.34823,-3.59657,0.50059
4.74380,-66.34836,-3.61283,0.50285
4.74480,-66.34844,-3.62458,0.50448
4.74580,-66.34846,-3.63075,0.50534
4.74680,-66.34842,-3.63086,0.50536
4.74780,-66.34832,-3.62511,0.50456
4.74880,-66.34819,-3.61398,0.50301
4.74980,-66.34802,-3.59834,0.50083
4.75080,-66.34784,-3.57961,0.49823
4.75180,-66.34767,-3.55952,0.49544
4.75200,-66.34767,-3.55952,0.49544
4.75280,-66.34752,-3.53994,0.49271
4.75380,-66.34742,-3.52274,0.49032
4.75480,-66.34736,-3.50951,0.48848
4.75580,-66.34737,-3.50135,0.48735
4.75680,-66.34743,-3.49908,0.48703
4.75780,-66.34754,-3.50309,0.48758
