Text Inputs : Specimen label,"S1.104M_WoLS"
Notes : Specimen note 1,"Sheep cartilage, Medial, Without LS.

Bone cement hadn't fully hardened causing the bone to sink with compressive forces applied. Aborted test and waited."

Time,Extension,Load,True stress
(sec),(mm),(N),(MPa)
106.03200,-61.62640,-3.53037,0.47635
106.04800,-61.62650,-3.53021,0.47633
106.06399,-61.62661,-3.53291,0.47669
106.07999,-61.62670,-3.53481,0.47695
106.09600,-61.62681,-3.53453,0.47691
106.11200,-61.62691,-3.53403,0.47684
106.12800,-61.62701,-3.53375,0.47680
106.14400,-61.62711,-3.53546,0.47703
106.15999,-61.62722,-3.53413,0.47685
106.17599,-61.62731,-3.53245,0.47662
106.19199,-61.62735,-3.53665,0.47719
106.20800,-61.62724,-3.53205,0.47657
106.22400,-61.62714,-3.52676,0.47586
106.24000,-61.62705,-3.53517,0.47699
106.25600,-61.62694,-3.54158,0.47786
106.27199,-61.62684,-3.54047,0.47771
106.28799,-61.62674,-3.54010,0.47766
106.30400,-61.62664,-3.53813,0.47740
106.32000,-61.62653,-3.53696,0.47724
106.33080,-61.62653,-3.53008,0.47631
106.33600,-61.62666,-3.53213,0.47659
106.33880,-61.62673,-3.53307,0.47671
106.35200,-61.62706,-3.53108,0.47644
106.36800,-61.62747,-3.53504,0.47697
106.38399,-61.62743,-3.53798,0.47737
106.39980,-61.62714,-3.53482,0.47694
106.39999,-61.62714,-3.53482,0.47694
106.40980,-61.62719,-3.53630,0.47714
106.41600,-61.62723,-3.53717,0.47726
106.42980,-61.62731,-3.53207,0.47657
106.43200,-61.62733,-3.53194,0.47655
106.43780,-61.62737,-3.53701,0.47724
106.44800,-61.62737,-3.53375,0.47680
106.44980,-61.62737,-3.53342,0.47675
106.46400,-61.62737,-3.53280,0.47667
106.47880,-61.62756,-3.53782,0.47734
106.47999,-61.62756,-3.53931,0.47754
106.49380,-61.62726,-3.53545,0.47703
106.49599,-61.62726,-3.53286,0.47668
106.50680,-61.62743,-3.53900,0.47750
106.51200,-61.62740,-3.54442,0.47824
106.52180,-61.62717,-3.53482,0.47694
106.52780,-61.62723,-3.52485,0.47560
106.52800,-61.62723,-3.52485,0.47560
106.54180,-61.62782,-3.53072,0.47638
106.54400,-61.62788,-3.53450,0.47689
106.54580,-61.62791,-3.53813,0.47738
106.56000,-61.62760,-3.55380,0.47950
106.57600,-61.62715,-3.54018,0.47767
106.58280,-61.62714,-3.53187,0.47655
106.59199,-61.62729,-3.52289,0.47533
106.60799,-61.62775,-3.52057,0.47501
106.62280,-61.62800,-3.54381,0.47814
106.62400,-61.62798,-3.54559,0.47839
106.64000,-61.62748,-3.55792,0.48006
106.65600,-61.62697,-3.54967,0.47895
106.66480,-61.62687,-3.53657,0.47718
106.67200,-61.62696,-3.53204,0.47657
106.68280,-61.62710,-3.53688,0.47722
106.68799,-61.62713,-3.54145,0.47784
106.70180,-61.62714,-3.53277,0.47667
106.70399,-61.62717,-3.52929,0.47620
106.70780,-61.62731,-3.52411,0.47550
106.71880,-61.62779,-3.52899,0.47615
106.71999,-61.62783,-3.53099,0.47642
106.72280,-61.62791,-3.53698,0.47722
106.73380,-61.62780,-3.53475,0.47692
106.73600,-61.62778,-3.53191,0.47654
106.73880,-61.62780,-3.52748,0.47594
106.75180,-61.62825,-3.53384,0.47680
106.75200,-61.62825,-3.53384,0.47680
106.75480,-61.62830,-3.54070,0.47772
106.76780,-61.62803,-3.54025,0.47766
106.76800,-61.62803,-3.54025,0.47766
106.78380,-61.62801,-3.54378,0.47814
106.78400,-61.62801,-3.54378,0.47814
106.79780,-61.62762,-3.53882,0.47748
106.79999,-61.62758,-3.53505,0.47697
106.80280,-61.62758,-3.52969,0.47624
106.81480,-61.62796,-3.53381,0.47680
106.81599,-61.62799,-3.53563,0.47704
106.81780,-61.62802,-3.53924,0.47753
106.83200,-61.62767,-3.54409,0.47819
106.83580,-61.62758,-3.53922,0.47753
106.84380,-61.62767,-3.52798,0.47601
106.84800,-61.62778,-3.52689,0.47586
106.85580,-61.62798,-3.53285,0.47667
106.86180,-61.62804,-3.54237,0.47795
106.86400,-61.62800,-3.54528,0.47834
106.88000,-61.62750,-3.54550,0.47838
106.88380,-61.62742,-3.53951,0.47757
106.89280,-61.62757,-3.52555,0.47569
106.89600,-61.62768,-3.52387,0.47546
106.90180,-61.62791,-3.52991,0.47627
106.90580,-61.62800,-3.53707,0.47724
106.91199,-61.62794,-3.54470,0.47827
106.92080,-61.62767,-3.53724,0.47726
106.92480,-61.62763,-3.52982,0.47626
106.92799,-61.62767,-3.52639,0.47580
106.93880,-61.62806,-3.53412,0.47684
106.94180,-61.62811,-3.54050,0.47770
106.94400,-61.62812,-3.54372,0.47813
106.95280,-61.62793,-3.53961,0.47758
106.96000,-61.62789,-3.53987,0.47762
106.96480,-61.62788,-3.54412,0.47819
106.97280,-61.62779,-3.53652,0.47716
106.97600,-61.62779,-3.53213,0.47657
106.97680,-61.62781,-3.53107,0.47643
106.98680,-61.62805,-3.53519,0.47698
106.99080,-61.62809,-3.54159,0.47785
106.99200,-61.62808,-3.54309,0.47805
107.00180,-61.62781,-3.53798,0.47736
107.00580,-61.62777,-3.53258,0.47663
107.00799,-61.62779,-3.53177,0.47652
107.01480,-61.62792,-3.53778,0.47733
107.02399,-61.62793,-3.53910,0.47751
107.04000,-61.62783,-3.54008,0.47764
107.05600,-61.62800,-3.54024,0.47766
107.05680,-61.62800,-3.54071,0.47773
107.06380,-61.62792,-3.53639,0.47714
107.07200,-61.62790,-3.54011,0.47765
107.08800,-61.62790,-3.53541,0.47701
107.10400,-61.62790,-3.53220,0.47658
107.11999,-61.62790,-3.53945,0.47756
107.13599,-61.62790,-3.54311,0.47805
107.15200,-61.62790,-3.53535,0.47701
107.16800,-61.62790,-3.53798,0.47736
107.18400,-61.62790,-3.54051,0.47770
107.20000,-61.62790,-3.53621,0.47712
107.21599,-61.62790,-3.53017,0.47631
107.23199,-61.62800,-3.53810,0.47737
107.24800,-61.62811,-3.53781,0.47733
107.25480,-61.62815,-3.53211,0.47656
107.26400,-61.62821,-3.53306,0.47669
107.27180,-61.62826,-3.53786,0.47734
107.28000,-61.62831,-3.53914,0.47751
107.29600,-61.62841,-3.53387,0.47680
107.31200,-61.62851,-3.53195,0.47654
107.32799,-61.62861,-3.53726,0.47725
107.34399,-61.62870,-3.53917,0.47751
107.36000,-61.62870,-3.54015,0.47764
107.37600,-61.62861,-3.54216,0.47791
107.39200,-61.62851,-3.54274,0.47799
107.40800,-61.62841,-3.54081,0.47774
107.42399,-61.62831,-3.53975,0.47759
107.43999,-61.62821,-3.53818,0.47738
107.45599,-61.62811,-3.53610,0.47710
107.47200,-61.62800,-3.53595,0.47708
107.48800,-61.62790,-3.53873,0.47746
107.50400,-61.62781,-3.53780,0.47734
107.52000,-61.62792,-3.52951,0.47622
107.53599,-61.62822,-3.53131,0.47646
107.55199,-61.62852,-3.53957,0.47757
107.56800,-61.62853,-3.53498,0.47695
107.58400,-61.62853,-3.53394,0.47681
107.60000,-61.62853,-3.53693,0.47721
107.61600,-61.62853,-3.53426,0.47685
107.62380,-61.62853,-3.53027,0.47631
107.63200,-61.62853,-3.52953,0.47621
107.64799,-61.62853,-3.53629,0.47712
107.65380,-61.62853,-3.53864,0.47744
107.66399,-61.62853,-3.54114,0.47778
107.68000,-61.62853,-3.53479,0.47692
107.69280,-61.62853,-3.52814,0.47602
107.69600,-61.62853,-3.52858,0.47608
107.71200,-61.62853,-3.53307,0.47669
107.72800,-61.62853,-3.53579,0.47706
107.74399,-61.62853,-3.53334,0.47673
107.75999,-61.62853,-3.53073,0.47637
107.77600,-61.62853,-3.52947,0.47620
107.79200,-61.62853,-3.52922,0.47617
107.80800,-61.62853,-3.53925,0.47752
107.82400,-61.62853,-3.53615,0.47710
107.84000,-61.62853,-3.53478,0.47692
107.85599,-61.62853,-3.53066,0.47636
107.87199,-61.62853,-3.53559,0.47703
107.88800,-61.62853,-3.53416,0.47684
107.90400,-61.62853,-3.53331,0.47672
107.92000,-61.62853,-3.53382,0.47679
107.93600,-61.62853,-3.53531,0.47699
107.95199,-61.62853,-3.53434,0.47686
107.96799,-61.62853,-3.53428,0.47685
107.98399,-61.62853,-3.53339,0.47673
108.00000,-61.62853,-3.53502,0.47695
108.01600,-61.62853,-3.53170,0.47650
108.03200,-61.62853,-3.53506,0.47696
108.04800,-61.62853,-3.53536,0.47700
108.06399,-61.62853,-3.53375,0.47678
108.07999,-61.62853,-3.53355,0.47675
108.09600,-61.62853,-3.53242,0.47660
108.11200,-61.62853,-3.53514,0.47697
108.12800,-61.62853,-3.53453,0.47689
108.14400,-61.62853,-3.53185,0.47652
108.15999,-61.62853,-3.53341,0.47673
108.17599,-61.62853,-3.53506,0.47696
108.19199,-61.62855,-3.52936,0.47619
108.20800,-61.62875,-3.53038,0.47632
108.22400,-61.62895,-3.53475,0.47691
108.24000,-61.62915,-3.53662,0.47716
108.25600,-61.62935,-3.53207,0.47654
108.27199,-61.62951,-3.53586,0.47705
108.28799,-61.62951,-3.53506,0.47695
108.30400,-61.62951,-3.52994,0.47626
108.32000,-61.62951,-3.53597,0.47707
108.33600,-61.62951,-3.53314,0.47669
108.35200,-61.62951,-3.53527,0.47697
108.36800,-61.62951,-3.53492,0.47693
108.38399,-61.62951,-3.53238,0.47658
108.39999,-61.62951,-3.53334,0.47671
108.41600,-61.62951,-3.53407,0.47681
108.43200,-61.62951,-3.53296,0.47666
108.44800,-61.62951,-3.53179,0.47650
108.46400,-61.62951,-3.53070,0.47636
108.47999,-61.62951,-3.53216,0.47655
108.49599,-61.62951,-3.53120,0.47643
108.51200,-61.62951,-3.53267,0.47662
108.52800,-61.62951,-3.53570,0.47703
108.54400,-61.62951,-3.53680,0.47718
108.56000,-61.62951,-3.53397,0.47680
108.57600,-61.62951,-3.53340,0.47672
108.59199,-61.62951,-3.53293,0.47666
108.60799,-61.62951,-3.53086,0.47638
108.62400,-61.62951,-3.53151,0.47647
108.64000,-61.62951,-3.53293,0.47666
108.65600,-61.62951,-3.53412,0.47682
108.67200,-61.62951,-3.53289,0.47665
108.68799,-61.62951,-3.53280,0.47664
108.70399,-61.62951,-3.53217,0.47656
108.71999,-61.62951,-3.53252,0.47660
108.73600,-61.62951,-3.53424,0.47683
108.75200,-61.62951,-3.53717,0.47723
108.76800,-61.62951,-3.53064,0.47635
108.78400,-61.62951,-3.53272,0.47663
108.79999,-61.62951,-3.53580,0.47705
108.81599,-61.62951,-3.53199,0.47653
108.83200,-61.62951,-3.53528,0.47698
108.84280,-61.62951,-3.53203,0.47654
108.84800,-61.62951,-3.53142,0.47646
108.86400,-61.62951,-3.53367,0.47676
108.88000,-61.62951,-3.53602,0.47708
108.89600,-61.62951,-3.53622,0.47710
108.91199,-61.62951,-3.53298,0.47666
108.92799,-61.62951,-3.53322,0.47670
108.94400,-61.62951,-3.53278,0.47664
108.96000,-61.62951,-3.53506,0.47695
108.97600,-61.62951,-3.53437,0.47685
108.99200,-61.62951,-3.53207,0.47654
109.00799,-61.62951,-3.53155,0.47647
109.02399,-61.62951,-3.53275,0.47663
109.04000,-61.62951,-3.52931,0.47617
109.05600,-61.62951,-3.53068,0.47635
109.07200,-61.62951,-3.53038,0.47631
109.08800,-61.62951,-3.53145,0.47646
109.10400,-61.62951,-3.53191,0.47652
109.11999,-61.62951,-3.53307,0.47668
109.13599,-61.62951,-3.53106,0.47641
109.15200,-61.62951,-3.52990,0.47625
109.16800,-61.62960,-3.53117,0.47642
109.18400,-61.62971,-3.53456,0.47688
109.20000,-61.62981,-3.53425,0.47683
109.21599,-61.62991,-3.53428,0.47683
109.23199,-61.63001,-3.53586,0.47705
109.24799,-61.63011,-3.53358,0.47674
109.26400,-61.63021,-3.53694,0.47719
109.28000,-61.63031,-3.52981,0.47623
109.29600,-61.63042,-3.53536,0.47698
109.31200,-61.63045,-3.53567,0.47702
109.32799,-61.63045,-3.53583,0.47704
109.34399,-61.63045,-3.53601,0.47706
109.36000,-61.63045,-3.53019,0.47628
109.37600,-61.63045,-3.53325,0.47669
109.39200,-61.63045,-3.53955,0.47754
109.40800,-61.63045,-3.53888,0.47745
109.42399,-61.63045,-3.53168,0.47648
109.43999,-61.63045,-3.52981,0.47623
109.45599,-61.63045,-3.53575,0.47703
109.47200,-61.63045,-3.54139,0.47779
109.48800,-61.63045,-3.53366,0.47674
109.50400,-61.63045,-3.53328,0.47669
109.52000,-61.63045,-3.53559,0.47701
109.53599,-61.63045,-3.53043,0.47631
109.55199,-61.63045,-3.53455,0.47687
109.56800,-61.63045,-3.53858,0.47741
109.58400,-61.63045,-3.53251,0.47659
109.60000,-61.63045,-3.53411,0.47681
109.61600,-61.63045,-3.53913,0.47748
109.63200,-61.63045,-3.53930,0.47751
109.64799,-61.63045,-3.54054,0.47767
109.66399,-61.63045,-3.54019,0.47763
109.68000,-61.63045,-3.53591,0.47705
109.69600,-61.63045,-3.52890,0.47610
109.71200,-61.63045,-3.52860,0.47606
109.72800,-61.63045,-3.53207,0.47653
109.74399,-61.63045,-3.53405,0.47680
109.75999,-61.63045,-3.53138,0.47644
109.77380,-61.63045,-3.52844,0.47604
109.77600,-61.63045,-3.52932,0.47616
109.79200,-61.63045,-3.53014,0.47627
109.80800,-61.63045,-3.53535,0.47697
109.82400,-61.63045,-3.53922,0.47749
109.84000,-61.63045,-3.54045,0.47766
109.84380,-61.63045,-3.54143,0.47779
109.85599,-61.63045,-3.54158,0.47781
109.87199,-61.63045,-3.54127,0.47777
109.88800,-61.63045,-3.53824,0.47736
109.90400,-61.63045,-3.53461,0.47687
109.92000,-61.63045,-3.53696,0.47719
109.93600,-61.63045,-3.53627,0.47710
109.95199,-61.63045,-3.53876,0.47743
109.96799,-61.63045,-3.53849,0.47740
109.98399,-61.63045,-3.53866,0.47742
110.00000,-61.63045,-3.53040,0.47631
110.01280,-61.63045,-3.52618,0.47574
110.01600,-61.63045,-3.52700,0.47585
110.03200,-61.63045,-3.53326,0.47669
110.04580,-61.63045,-3.53790,0.47732
110.04800,-61.63045,-3.53730,0.47724
110.06399,-61.63045,-3.53567,0.47702
110.07999,-61.63045,-3.53476,0.47689
110.09600,-61.63045,-3.53709,0.47721
110.11200,-61.63045,-3.53640,0.47712
110.12800,-61.63045,-3.53745,0.47726
110.14400,-61.63045,-3.53803,0.47733
110.15999,-61.63045,-3.54002,0.47760
110.17599,-61.63045,-3.53575,0.47703
110.19199,-61.63045,-3.53898,0.47746
110.20800,-61.63045,-3.53858,0.47741
110.22400,-61.63045,-3.53294,0.47665
110.24000,-61.63045,-3.52862,0.47606
110.25600,-61.63045,-3.53576,0.47703
110.27199,-61.63045,-3.53145,0.47645
110.28799,-61.63045,-3.53344,0.47671
110.30080,-61.63045,-3.53073,0.47635
110.30400,-61.63045,-3.53108,0.47640
110.32000,-61.63045,-3.53311,0.47667
110.33600,-61.63045,-3.53260,0.47660
110.35200,-61.63045,-3.53260,0.47660
110.36800,-61.63045,-3.53131,0.47643
110.38399,-61.63045,-3.53063,0.47634
110.39999,-61.63045,-3.53260,0.47660
110.41600,-61.63045,-3.53450,0.47686
110.43200,-61.63045,-3.53345,0.47672
110.44800,-61.63045,-3.53173,0.47648
110.46400,-61.63045,-3.53309,0.47667
110.47999,-61.63045,-3.53327,0.47669
110.49599,-61.63049,-3.53241,0.47658
110.51199,-61.63059,-3.53338,0.47671
110.52800,-61.63069,-3.53230,0.47656
110.54400,-61.63080,-3.53494,0.47691
110.56000,-61.63089,-3.53428,0.47682
110.57600,-61.63100,-3.53222,0.47654
110.59199,-61.63110,-3.53222,0.47654
110.60799,-61.63120,-3.53388,0.47676
110.62400,-61.63130,-3.53394,0.47677
110.64000,-61.63141,-3.53231,0.47655
110.65600,-61.63148,-3.53368,0.47673
110.67200,-61.63148,-3.53382,0.47675
110.68799,-61.63148,-3.53340,0.47670
110.70399,-61.63148,-3.52977,0.47621
110.71999,-61.63148,-3.53131,0.47642
110.73600,-61.63148,-3.53344,0.47670
110.75200,-61.63148,-3.53621,0.47708
110.76800,-61.63148,-3.53466,0.47687
110.78400,-61.63148,-3.53668,0.47714
110.79999,-61.63148,-3.53535,0.47696
110.81599,-61.63148,-3.53206,0.47652
110.83200,-61.63148,-3.52999,0.47624
110.84800,-61.63148,-3.53005,0.47625
110.86400,-61.63148,-3.53030,0.47628
110.88000,-61.63148,-3.52920,0.47613
110.89600,-61.63148,-3.53043,0.47630
110.91199,-61.63148,-3.53462,0.47686
110.92799,-61.63148,-3.53490,0.47690
110.94400,-61.63148,-3.53467,0.47687
110.96000,-61.63148,-3.53576,0.47702
110.97600,-61.63148,-3.53388,0.47676
110.99200,-61.63148,-3.53629,0.47709
111.00799,-61.63148,-3.53534,0.47696
111.02399,-61.63148,-3.53297,0.47664
111.04000,-61.63148,-3.53243,0.47657
111.05600,-61.63148,-3.53432,0.47682
111.07200,-61.63148,-3.53173,0.47647
111.08800,-61.63148,-3.53220,0.47654
111.10400,-61.63148,-3.53274,0.47661
111.11999,-61.63148,-3.53390,0.47677
111.13599,-61.63148,-3.53491,0.47690
111.15200,-61.63148,-3.53595,0.47704
111.16800,-61.63148,-3.53519,0.47694
111.18400,-61.63148,-3.53267,0.47660
111.20000,-61.63148,-3.53153,0.47644
111.21599,-61.63148,-3.53088,0.47636
111.23199,-61.63148,-3.53368,0.47674
111.24799,-61.63148,-3.53257,0.47659
111.26400,-61.63148,-3.53336,0.47669
111.28000,-61.63148,-3.53300,0.47664
111.29600,-61.63148,-3.53441,0.47683
111.31200,-61.63148,-3.53081,0.47635
111.32799,-61.63148,-3.53088,0.47636
111.34399,-61.63148,-3.53402,0.47678
111.35380,-61.63148,-3.53171,0.47647
111.36000,-61.63148,-3.53114,0.47639
111.37600,-61.63148,-3.53558,0.47699
111.39200,-61.63148,-3.53594,0.47704
111.40800,-61.63148,-3.53375,0.47674
111.42399,-61.63148,-3.53798,0.47731
111.43999,-61.63148,-3.53297,0.47664
111.45599,-61.63148,-3.53538,0.47696
111.47200,-61.63148,-3.53298,0.47664
111.48800,-61.63148,-3.53342,0.47670
111.50400,-61.63148,-3.53432,0.47682
111.52000,-61.63148,-3.53598,0.47704
111.53599,-61.63148,-3.53543,0.47697
111.55199,-61.63148,-3.53418,0.47680
111.56800,-61.63148,-3.53179,0.47648
111.58400,-61.63148,-3.53161,0.47646
111.60000,-61.63148,-3.53328,0.47668
111.61600,-61.63148,-3.53392,0.47677
111.63200,-61.63148,-3.53245,0.47657
111.64799,-61.63148,-3.53331,0.47668
111.66399,-61.63148,-3.53709,0.47719
111.68000,-61.63148,-3.53640,0.47710
111.69600,-61.63148,-3.53438,0.47683
111.71200,-61.63148,-3.53001,0.47624
111.72800,-61.63148,-3.52946,0.47617
111.74399,-61.63148,-3.53128,0.47641
111.75999,-61.63148,-3.53311,0.47666
111.77600,-61.63148,-3.53384,0.47676
111.79200,-61.63148,-3.53415,0.47680
111.80800,-61.63148,-3.53583,0.47703
111.82400,-61.63148,-3.53637,0.47710
111.84000,-61.63148,-3.53415,0.47680
111.85599,-61.63148,-3.52995,0.47623
111.87199,-61.63148,-3.52966,0.47619
111.88800,-61.63150,-3.52901,0.47610
111.90400,-61.63161,-3.53243,0.47656
111.92000,-61.63171,-3.53297,0.47664
111.93600,-61.63181,-3.53231,0.47655
111.95199,-61.63191,-3.53291,0.47663
111.96799,-61.63201,-3.53360,0.47672
111.98399,-61.63211,-3.53415,0.47679
112.00000,-61.63221,-3.53521,0.47693
112.01600,-61.63232,-3.53397,0.47676
112.03200,-61.63242,-3.53191,0.47648
112.04800,-61.63252,-3.53079,0.47633
112.06399,-61.63262,-3.53082,0.47634
112.07999,-61.63272,-3.53220,0.47652
112.09600,-61.63282,-3.53213,0.47651
112.11200,-61.63284,-3.53213,0.47651
112.12800,-61.63283,-3.53229,0.47653
112.14400,-61.63273,-3.53277,0.47660
112.15999,-61.63263,-3.53263,0.47658
112.17599,-61.63253,-3.52879,0.47606
112.19199,-61.63242,-3.52922,0.47612
112.20800,-61.63232,-3.53112,0.47638
112.22400,-61.63222,-3.53177,0.47647
112.24000,-61.63212,-3.53135,0.47641
112.25600,-61.63202,-3.53040,0.47629
112.27199,-61.63192,-3.53076,0.47634
112.28799,-61.63182,-3.53140,0.47642
112.30400,-61.63171,-3.53298,0.47664
112.32000,-61.63162,-3.53492,0.47690
112.33600,-61.63166,-3.53087,0.47635
112.35200,-61.63177,-3.53194,0.47650
112.36800,-61.63186,-3.53067,0.47632
112.38399,-61.63197,-3.53166,0.47646
112.39999,-61.63207,-3.53251,0.47657
112.41600,-61.63217,-3.53290,0.47662
112.43200,-61.63227,-3.53162,0.47645
112.44800,-61.63238,-3.53136,0.47641
112.46400,-61.63247,-3.53323,0.47666
112.47999,-61.63258,-3.53162,0.47644
112.49599,-61.63268,-3.53192,0.47648
112.51199,-61.63278,-3.53147,0.47642
112.52800,-61.63288,-3.53166,0.47645
112.54400,-61.63298,-3.52987,0.47620
112.56000,-61.63308,-3.53036,0.47627
112.57600,-61.63309,-3.53142,0.47641
112.59199,-61.63309,-3.53261,0.47657
112.60799,-61.63309,-3.53197,0.47648
112.62400,-61.63309,-3.53347,0.47669
112.64000,-61.63309,-3.53172,0.47645
112.65600,-61.63309,-3.53393,0.47675
112.67200,-61.63309,-3.53257,0.47657
112.68799,-61.63309,-3.53289,0.47661
112.70399,-61.63309,-3.53337,0.47667
112.71999,-61.63309,-3.53560,0.47697
112.73600,-61.63309,-3.53476,0.47686
112.75200,-61.63309,-3.53205,0.47649
112.76800,-61.63309,-3.53003,0.47622
112.78400,-61.63309,-3.53314,0.47664
112.79999,-61.63309,-3.53443,0.47682
112.81599,-61.63309,-3.53237,0.47654
112.83200,-61.63309,-3.53220,0.47651
112.84800,-61.63309,-3.53287,0.47661
112.86400,-61.63309,-3.53372,0.47672
112.88000,-61.63309,-3.53180,0.47646
112.89600,-61.63309,-3.53104,0.47636
112.91199,-61.63309,-3.53311,0.47664
112.92799,-61.63309,-3.53406,0.47677
112.94400,-61.63309,-3.53389,0.47674
112.96000,-61.63309,-3.53434,0.47680
112.97600,-61.63309,-3.53474,0.47686
112.98880,-61.63309,-3.53206,0.47650
112.99200,-61.63309,-3.53082,0.47633
113.00799,-61.63309,-3.53532,0.47694
113.02399,-61.63309,-3.53196,0.47648
113.04000,-61.63309,-3.53837,0.47735
113.05600,-61.63309,-3.53204,0.47649
113.07200,-61.63309,-3.53870,0.47739
113.08800,-61.63309,-3.53916,0.47745
113.10400,-61.63309,-3.53515,0.47691
113.11999,-61.63309,-3.53511,0.47691
113.13480,-61.63311,-3.52759,0.47589
113.13599,-61.63313,-3.52724,0.47585
113.14280,-61.63326,-3.53410,0.47677
113.15200,-61.63324,-3.53432,0.47680
113.15580,-61.63323,-3.53087,0.47633
113.16380,-61.63334,-3.53707,0.47717
113.16800,-61.63335,-3.54094,0.47769
113.17780,-61.63324,-3.53327,0.47666
113.18400,-61.63334,-3.52882,0.47606
113.19080,-61.63347,-3.53670,0.47712
113.19580,-61.63347,-3.54578,0.47834
113.20000,-61.63335,-3.54940,0.47883
113.20880,-61.63302,-3.54242,0.47789
113.21280,-61.63296,-3.53434,0.47681
113.21599,-61.63298,-3.52893,0.47608
113.23199,-61.63369,-3.52012,0.47488
113.24799,-61.63443,-3.53314,0.47663
113.25380,-61.63445,-3.54466,0.47818
113.26280,-61.63407,-3.56005,0.48026
113.26400,-61.63402,-3.56118,0.48041
113.28000,-61.63310,-3.55979,0.48024
113.29600,-61.63235,-3.55242,0.47925
113.31200,-61.63181,-3.54745,0.47859
113.32180,-61.63184,-3.53321,0.47667
113.32580,-61.63204,-3.52564,0.47564
113.32799,-61.63217,-3.52263,0.47524
113.33680,-61.63278,-3.52770,0.47591
113.34280,-61.63303,-3.53762,0.47725
113.34399,-61.63305,-3.53876,0.47740
113.35480,-61.63302,-3.53550,0.47696
113.35780,-61.63302,-3.53029,0.47626
113.36000,-61.63305,-3.52719,0.47584
113.37480,-61.63364,-3.53561,0.47697
113.37600,-61.63366,-3.53790,0.47728
113.37880,-61.63367,-3.54427,0.47814
113.38880,-61.63343,-3.54296,0.47796
113.39200,-61.63335,-3.53858,0.47737
113.39280,-61.63334,-3.53745,0.47722
113.40380,-61.63344,-3.54095,0.47769
113.40800,-61.63343,-3.54605,0.47838
113.41080,-61.63337,-3.54740,0.47856
113.41680,-61.63325,-3.53994,0.47756
113.41880,-61.63323,-3.53648,0.47709
113.42399,-61.63330,-3.53403,0.47676
113.42880,-61.63342,-3.53970,0.47752
113.43999,-61.63339,-3.53390,0.47674
113.44080,-61.63339,-3.53268,0.47658
113.45180,-61.63361,-3.53953,0.47750
113.45599,-61.63360,-3.54409,0.47811
113.46780,-61.63341,-3.53498,0.47689
113.47200,-61.63346,-3.53332,0.47666
113.47780,-61.63357,-3.54022,0.47759
113.48800,-61.63344,-3.53769,0.47725
113.48980,-61.63343,-3.53493,0.47688
113.49980,-61.63357,-3.54013,0.47758
113.50400,-61.63356,-3.54230,0.47787
113.51180,-61.63348,-3.53579,0.47700
113.51880,-61.63352,-3.54109,0.47771
113.52000,-61.63352,-3.54188,0.47782
113.52980,-61.63348,-3.53424,0.47679
113.53599,-61.63357,-3.53572,0.47698
113.53980,-61.63364,-3.53826,0.47733
113.55199,-61.63372,-3.54009,0.47757
113.56800,-61.63375,-3.53814,0.47731
113.58400,-61.63375,-3.53578,0.47699
113.59980,-61.63375,-3.53326,0.47665
113.60000,-61.63375,-3.53326,0.47665
113.60880,-61.63375,-3.53834,0.47734
113.61600,-61.63375,-3.53929,0.47746
113.62980,-61.63375,-3.53419,0.47678
113.63200,-61.63375,-3.53386,0.47673
113.64799,-61.63375,-3.53926,0.47746
113.64980,-61.63375,-3.54032,0.47760
113.66399,-61.63375,-3.54113,0.47771
113.68000,-61.63375,-3.54162,0.47778
113.69080,-61.63369,-3.53581,0.47699
113.69600,-61.63368,-3.53570,0.47698
113.70980,-61.63368,-3.54027,0.47760
113.71200,-61.63368,-3.54071,0.47766
113.71980,-61.63368,-3.53559,0.47697
