Text Inputs : Specimen label,"S1.104M_WoLS"
Notes : Specimen note 1,"Sheep cartilage, Medial, Without LS.

Bone cement hadn't fully hardened causing the bone to sink with compressive forces applied. Aborted test and waited."

Time,Extension,Load,True stress
(sec),(mm),(N),(MPa)
97.40800,-61.61543,-3.53071,0.47653
97.42399,-61.61543,-3.53793,0.47751
97.43999,-61.61543,-3.53920,0.47768
97.45600,-61.61543,-3.52980,0.47641
97.47200,-61.61543,-3.53282,0.47682
97.48800,-61.61543,-3.53904,0.47766
97.50400,-61.61543,-3.54177,0.47803
97.52000,-61.61543,-3.53941,0.47771
97.53599,-61.61543,-3.53125,0.47661
97.55199,-61.61543,-3.52697,0.47603
97.56800,-61.61552,-3.52481,0.47574
97.58400,-61.61562,-3.53123,0.47660
97.60000,-61.61572,-3.54067,0.47787
97.61600,-61.61582,-3.53286,0.47682
97.63200,-61.61593,-3.52731,0.47607
97.64799,-61.61602,-3.53070,0.47653
97.66399,-61.61613,-3.53961,0.47773
97.68000,-61.61623,-3.53337,0.47688
97.69600,-61.61633,-3.52990,0.47641
97.71200,-61.61640,-3.53721,0.47740
97.72800,-61.61640,-3.53415,0.47699
97.74399,-61.61640,-3.53243,0.47675
97.75999,-61.61640,-3.53546,0.47716
97.77600,-61.61640,-3.53147,0.47662
97.79200,-61.61640,-3.52907,0.47630
97.79680,-61.61640,-3.52636,0.47593
97.80800,-61.61640,-3.52900,0.47629
97.82400,-61.61640,-3.53284,0.47681
97.84000,-61.61640,-3.52864,0.47624
97.84780,-61.61640,-3.53513,0.47712
97.85599,-61.61635,-3.53637,0.47729
97.86680,-61.61628,-3.53069,0.47652
97.87199,-61.61629,-3.52856,0.47623
97.87980,-61.61633,-3.53684,0.47735
97.88800,-61.61624,-3.53388,0.47695
97.88980,-61.61622,-3.53193,0.47669
97.90280,-61.61627,-3.53728,0.47741
97.90400,-61.61627,-3.53799,0.47751
97.91380,-61.61621,-3.53238,0.47675
97.92000,-61.61625,-3.52958,0.47637
97.92680,-61.61633,-3.53663,0.47732
97.93580,-61.61623,-3.53322,0.47686
97.93600,-61.61623,-3.53322,0.47686
97.94580,-61.61617,-3.53866,0.47760
97.95199,-61.61613,-3.53716,0.47740
97.95580,-61.61610,-3.53253,0.47677
97.96780,-61.61623,-3.53758,0.47745
97.96799,-61.61623,-3.53758,0.47745
97.97580,-61.61623,-3.53123,0.47659
97.98400,-61.61631,-3.53257,0.47677
97.98880,-61.61636,-3.53565,0.47719
97.99480,-61.61636,-3.52960,0.47637
97.99880,-61.61640,-3.52499,0.47575
98.00000,-61.61642,-3.52469,0.47571
98.00680,-61.61664,-3.53131,0.47660
98.01080,-61.61671,-3.53651,0.47730
98.01600,-61.61666,-3.53880,0.47761
98.02180,-61.61658,-3.53367,0.47692
98.02680,-61.61659,-3.52661,0.47597
98.03200,-61.61671,-3.52573,0.47585
98.03680,-61.61683,-3.53131,0.47660
98.04180,-61.61686,-3.53912,0.47765
98.04800,-61.61671,-3.54379,0.47828
98.05380,-61.61653,-3.53637,0.47728
98.05680,-61.61649,-3.53109,0.47657
98.06399,-61.61660,-3.52946,0.47635
98.06780,-61.61671,-3.53467,0.47705
98.07180,-61.61674,-3.53966,0.47773
98.07999,-61.61661,-3.53835,0.47755
98.08180,-61.61657,-3.53539,0.47715
98.08580,-61.61656,-3.52896,0.47628
98.09580,-61.61684,-3.53304,0.47683
98.09600,-61.61684,-3.53304,0.47683
98.10980,-61.61681,-3.53082,0.47653
98.11200,-61.61682,-3.53109,0.47657
98.11780,-61.61686,-3.53706,0.47737
98.12800,-61.61682,-3.53677,0.47733
98.14400,-61.61672,-3.53891,0.47762
98.15999,-61.61661,-3.53656,0.47731
98.16980,-61.61659,-3.52957,0.47637
98.17580,-61.61667,-3.53391,0.47695
98.17599,-61.61667,-3.53391,0.47695
98.19199,-61.61687,-3.53525,0.47713
98.20800,-61.61707,-3.53788,0.47748
98.22400,-61.61691,-3.53419,0.47698
98.23780,-61.61682,-3.52995,0.47641
98.24000,-61.61684,-3.52981,0.47639
98.24580,-61.61692,-3.53586,0.47721
98.25600,-61.61690,-3.53220,0.47672
98.25780,-61.61689,-3.53064,0.47651
98.26580,-61.61698,-3.53550,0.47716
98.27199,-61.61700,-3.53667,0.47732
98.28799,-61.61700,-3.53268,0.47678
98.29780,-61.61700,-3.52790,0.47614
98.30400,-61.61700,-3.53023,0.47645
98.31580,-61.61700,-3.53739,0.47742
98.32000,-61.61699,-3.53994,0.47776
98.33600,-61.61690,-3.53033,0.47646
98.33680,-61.61690,-3.52940,0.47634
98.34680,-61.61703,-3.53264,0.47677
98.35200,-61.61709,-3.53288,0.47681
98.36680,-61.61728,-3.53131,0.47659
98.36800,-61.61730,-3.53115,0.47657
98.38399,-61.61750,-3.53584,0.47720
98.38680,-61.61751,-3.53742,0.47741
98.39999,-61.61743,-3.54024,0.47779
98.41600,-61.61734,-3.53607,0.47723
98.43200,-61.61723,-3.53424,0.47699
98.44800,-61.61713,-3.52895,0.47627
98.45580,-61.61708,-3.52596,0.47587
98.46400,-61.61708,-3.52515,0.47576
98.47999,-61.61708,-3.53160,0.47663
98.49599,-61.61708,-3.54176,0.47800
98.49680,-61.61708,-3.54187,0.47802
98.51200,-61.61708,-3.54143,0.47796
98.52800,-61.61708,-3.53392,0.47695
98.53780,-61.61708,-3.52824,0.47618
98.54400,-61.61708,-3.52805,0.47615
98.56000,-61.61708,-3.52866,0.47624
98.57600,-61.61708,-3.52790,0.47613
98.59199,-61.61708,-3.53001,0.47642
98.60799,-61.61708,-3.53642,0.47728
98.62400,-61.61708,-3.54079,0.47787
98.64000,-61.61708,-3.54044,0.47783
98.65600,-61.61708,-3.53880,0.47761
98.67200,-61.61708,-3.53522,0.47712
98.68799,-61.61708,-3.52998,0.47641
98.70399,-61.61714,-3.52532,0.47579
98.72000,-61.61728,-3.52522,0.47577
98.73600,-61.61748,-3.52571,0.47583
98.75200,-61.61768,-3.52928,0.47631
98.76800,-61.61789,-3.53062,0.47649
98.78400,-61.61809,-3.53145,0.47660
98.79999,-61.61829,-3.53125,0.47657
98.81599,-61.61849,-3.53052,0.47647
98.83200,-61.61852,-3.53616,0.47723
98.84800,-61.61839,-3.53976,0.47772
98.86400,-61.61809,-3.54249,0.47809
98.88000,-61.61778,-3.54067,0.47785
98.89600,-61.61748,-3.53873,0.47759
98.91199,-61.61720,-3.53506,0.47710
98.92799,-61.61725,-3.52677,0.47598
98.94400,-61.61755,-3.53310,0.47683
98.96000,-61.61786,-3.53310,0.47683
98.97600,-61.61816,-3.52974,0.47637
98.99200,-61.61843,-3.53475,0.47704
99.00799,-61.61835,-3.53332,0.47685
99.02399,-61.61825,-3.53041,0.47646
99.04000,-61.61814,-3.53701,0.47735
99.05600,-61.61804,-3.53918,0.47764
99.07200,-61.61794,-3.53632,0.47726
99.08800,-61.61784,-3.53184,0.47666
99.10400,-61.61774,-3.52696,0.47600
99.11999,-61.61774,-3.53207,0.47669
99.13599,-61.61774,-3.53418,0.47697
99.15200,-61.61774,-3.52950,0.47634
99.16800,-61.61774,-3.52868,0.47623
99.18400,-61.61774,-3.53361,0.47690
99.20000,-61.61774,-3.53297,0.47681
99.21480,-61.61779,-3.52688,0.47599
99.21599,-61.61781,-3.52674,0.47597
99.23199,-61.61801,-3.52841,0.47619
99.24800,-61.61821,-3.53723,0.47738
99.26400,-61.61842,-3.53364,0.47689
99.28000,-61.61862,-3.52968,0.47635
99.29600,-61.61879,-3.53524,0.47710
99.31200,-61.61879,-3.53008,0.47641
99.32799,-61.61876,-3.53597,0.47720
99.34399,-61.61867,-3.53317,0.47683
99.36000,-61.61856,-3.52912,0.47628
99.37600,-61.61846,-3.53558,0.47715
99.39200,-61.61836,-3.53119,0.47656
99.40800,-61.61826,-3.53393,0.47693
99.42399,-61.61816,-3.53228,0.47671
99.43999,-61.61827,-3.53315,0.47683
99.45600,-61.61836,-3.53287,0.47679
99.47200,-61.61847,-3.52974,0.47637
99.48800,-61.61857,-3.53319,0.47683
99.50400,-61.61867,-3.53058,0.47648
99.52000,-61.61877,-3.53619,0.47723
99.53599,-61.61887,-3.53427,0.47697
99.55199,-61.61897,-3.52823,0.47616
99.56800,-61.61907,-3.53506,0.47707
99.58400,-61.61918,-3.52986,0.47637
99.60000,-61.61928,-3.53053,0.47646
99.61600,-61.61937,-3.53668,0.47729
99.63200,-61.61937,-3.53428,0.47697
99.64799,-61.61937,-3.53138,0.47658
99.66399,-61.61931,-3.53863,0.47755
99.68000,-61.61921,-3.53294,0.47679
99.69600,-61.61911,-3.53484,0.47704
99.71200,-61.61901,-3.53393,0.47692
99.72800,-61.61890,-3.53017,0.47642
99.74399,-61.61888,-3.53256,0.47674
99.75999,-61.61888,-3.53331,0.47684
99.77600,-61.61888,-3.53610,0.47722
99.79200,-61.61888,-3.53361,0.47688
99.80800,-61.61888,-3.53192,0.47665
99.82400,-61.61888,-3.52849,0.47619
99.84000,-61.61888,-3.52890,0.47625
99.85599,-61.61888,-3.53147,0.47659
99.87199,-61.61888,-3.53377,0.47690
99.88800,-61.61888,-3.53247,0.47673
99.90400,-61.61888,-3.53257,0.47674
99.92000,-61.61888,-3.53279,0.47677
99.93600,-61.61888,-3.53145,0.47659
99.93680,-61.61888,-3.53114,0.47655
99.95199,-61.61898,-3.53015,0.47641
99.96799,-61.61908,-3.52998,0.47639
99.98400,-61.61918,-3.53044,0.47645
100.00000,-61.61928,-3.53187,0.47664
100.01600,-61.61939,-3.53068,0.47648
100.03200,-61.61949,-3.53184,0.47664
100.04800,-61.61959,-3.53508,0.47707
100.06399,-61.61969,-3.53396,0.47692
100.07999,-61.61979,-3.53419,0.47695
100.09600,-61.61989,-3.53207,0.47666
100.11200,-61.62000,-3.53084,0.47649
100.12800,-61.62002,-3.53434,0.47697
100.14400,-61.62002,-3.53340,0.47684
100.15999,-61.62002,-3.52924,0.47628
100.17599,-61.62002,-3.53452,0.47699
100.19199,-61.62002,-3.53157,0.47659
100.20800,-61.62002,-3.53378,0.47689
100.22400,-61.62002,-3.53137,0.47657
100.24000,-61.62002,-3.53057,0.47646
100.25600,-61.62002,-3.53840,0.47751
100.27199,-61.62002,-3.53190,0.47664
100.28799,-61.62002,-3.53335,0.47683
100.30400,-61.62002,-3.54056,0.47781
100.32000,-61.62002,-3.53233,0.47670
100.33600,-61.62002,-3.53487,0.47704
100.35200,-61.62002,-3.53676,0.47729
100.36800,-61.62002,-3.53116,0.47654
100.38399,-61.62002,-3.53748,0.47739
100.39999,-61.62002,-3.53514,0.47707
100.41480,-61.62002,-3.52651,0.47591
100.41600,-61.62002,-3.52655,0.47592
100.43200,-61.62002,-3.53242,0.47671
100.43680,-61.62002,-3.53599,0.47719
100.44800,-61.62002,-3.54030,0.47777
100.46400,-61.62002,-3.54030,0.47777
100.47999,-61.62002,-3.53589,0.47718
100.49599,-61.62002,-3.52920,0.47627
100.50480,-61.62002,-3.52668,0.47593
100.51200,-61.62002,-3.52538,0.47576
100.52800,-61.62012,-3.53281,0.47676
100.54400,-61.62021,-3.54165,0.47795
100.56000,-61.62032,-3.53723,0.47735
100.57600,-61.62042,-3.52911,0.47626
100.59199,-61.62052,-3.53431,0.47696
100.60799,-61.62062,-3.54054,0.47780
100.62400,-61.62073,-3.53584,0.47716
100.64000,-61.62082,-3.53295,0.47677
100.65600,-61.62084,-3.53339,0.47683
100.67200,-61.62084,-3.53511,0.47706
100.68799,-61.62075,-3.53289,0.47676
100.70399,-61.62065,-3.53506,0.47706
100.72000,-61.62055,-3.53451,0.47698
100.73600,-61.62044,-3.53567,0.47714
100.75200,-61.62034,-3.53528,0.47709
100.76800,-61.62024,-3.53259,0.47673
100.78400,-61.62014,-3.53139,0.47657
100.79999,-61.62010,-3.53021,0.47641
100.81599,-61.62020,-3.53115,0.47653
100.83200,-61.62031,-3.53229,0.47669
100.84800,-61.62040,-3.53546,0.47711
100.86400,-61.62051,-3.53610,0.47720
100.88000,-61.62061,-3.53535,0.47709
100.89600,-61.62071,-3.53126,0.47654
100.91199,-61.62081,-3.53323,0.47681
100.92799,-61.62092,-3.53310,0.47679
100.94400,-61.62101,-3.53173,0.47660
100.96000,-61.62112,-3.53249,0.47670
100.97600,-61.62122,-3.53124,0.47653
100.99200,-61.62132,-3.52943,0.47629
101.00799,-61.62142,-3.52946,0.47629
101.02399,-61.62152,-3.52976,0.47633
101.04000,-61.62152,-3.53130,0.47654
101.05600,-61.62152,-3.53131,0.47654
101.07200,-61.62152,-3.53403,0.47691
101.08800,-61.62152,-3.53427,0.47694
101.10400,-61.62152,-3.53401,0.47690
101.11999,-61.62152,-3.53073,0.47646
101.13599,-61.62152,-3.53089,0.47648
101.15200,-61.62152,-3.53447,0.47697
101.16800,-61.62143,-3.53274,0.47673
101.18400,-61.62133,-3.53127,0.47654
101.20000,-61.62123,-3.53154,0.47657
101.21599,-61.62113,-3.53052,0.47644
101.23199,-61.62103,-3.52917,0.47626
101.24800,-61.62093,-3.53108,0.47652
101.26400,-61.62082,-3.53623,0.47721
101.28000,-61.62073,-3.53696,0.47731
101.29600,-61.62064,-3.53106,0.47652
101.31200,-61.62064,-3.53010,0.47639
101.32799,-61.62064,-3.53237,0.47669
101.34399,-61.62064,-3.53431,0.47696
101.36000,-61.62064,-3.53165,0.47660
101.37600,-61.62064,-3.53056,0.47645
101.39200,-61.62064,-3.53016,0.47639
101.40800,-61.62080,-3.53056,0.47645
101.42399,-61.62100,-3.53042,0.47643
101.43999,-61.62120,-3.53133,0.47655
101.45599,-61.62141,-3.53477,0.47701
101.47200,-61.62161,-3.53562,0.47712
101.48800,-61.62181,-3.53546,0.47710
101.50180,-61.62192,-3.53242,0.47668
101.50400,-61.62193,-3.53219,0.47665
101.52000,-61.62204,-3.52961,0.47630
101.53599,-61.62207,-3.53159,0.47657
101.55199,-61.62207,-3.53525,0.47706
101.56800,-61.62207,-3.53272,0.47672
101.58400,-61.62207,-3.53445,0.47696
101.60000,-61.62207,-3.53428,0.47693
101.61600,-61.62207,-3.53449,0.47696
101.63200,-61.62207,-3.53427,0.47693
101.64799,-61.62207,-3.53263,0.47671
101.66399,-61.62207,-3.53469,0.47699
101.68000,-61.62207,-3.53432,0.47694
101.69600,-61.62207,-3.53360,0.47684
101.71200,-61.62207,-3.53247,0.47669
101.72800,-61.62207,-3.53612,0.47718
101.74399,-61.62207,-3.53663,0.47725
101.75999,-61.62207,-3.53501,0.47703
101.77600,-61.62207,-3.53431,0.47694
101.79200,-61.62207,-3.53286,0.47674
101.80800,-61.62207,-3.53074,0.47645
101.82400,-61.62207,-3.52924,0.47625
101.84000,-61.62207,-3.53432,0.47694
101.85599,-61.62207,-3.53684,0.47728
101.87199,-61.62207,-3.53609,0.47718
101.88800,-61.62207,-3.53383,0.47687
101.90400,-61.62207,-3.53215,0.47665
101.92000,-61.62207,-3.53362,0.47684
101.93600,-61.62207,-3.53226,0.47666
101.95199,-61.62207,-3.53120,0.47652
101.96799,-61.62207,-3.53156,0.47657
101.98400,-61.62207,-3.53279,0.47673
102.00000,-61.62207,-3.53272,0.47672
102.01600,-61.62207,-3.53259,0.47670
102.03200,-61.62207,-3.53219,0.47665
102.04800,-61.62207,-3.53362,0.47684
102.06399,-61.62207,-3.53293,0.47675
102.07999,-61.62207,-3.53299,0.47676
102.09600,-61.62207,-3.53315,0.47678
102.11200,-61.62207,-3.53135,0.47654
102.12800,-61.62207,-3.53132,0.47653
102.14400,-61.62207,-3.53158,0.47657
102.15999,-61.62207,-3.53319,0.47679
102.17599,-61.62207,-3.53426,0.47693
102.19199,-61.62207,-3.53224,0.47666
102.20800,-61.62207,-3.53197,0.47662
102.22400,-61.62207,-3.52919,0.47625
102.24000,-61.62207,-3.53107,0.47650
102.25180,-61.62207,-3.53003,0.47636
102.25600,-61.62208,-3.52952,0.47629
102.27199,-61.62217,-3.53340,0.47681
102.28799,-61.62228,-3.53519,0.47705
102.30400,-61.62238,-3.53602,0.47716
102.32000,-61.62248,-3.53474,0.47699
102.33600,-61.62258,-3.53583,0.47714
102.35200,-61.62268,-3.53385,0.47687
102.36800,-61.62278,-3.53510,0.47703
102.38399,-61.62288,-3.53420,0.47691
102.39999,-61.62299,-3.53572,0.47712
102.41600,-61.62307,-3.53789,0.47741
102.43200,-61.62307,-3.53373,0.47685
102.44800,-61.62307,-3.53515,0.47704
102.46400,-61.62307,-3.53818,0.47745
102.47999,-61.62307,-3.53198,0.47661
102.49599,-61.62307,-3.53316,0.47677
102.51200,-61.62307,-3.54157,0.47790
102.52800,-61.62307,-3.53684,0.47727
102.54400,-61.62307,-3.52906,0.47622
102.56000,-61.62307,-3.52910,0.47622
102.57600,-61.62307,-3.53501,0.47702
102.59199,-61.62307,-3.54266,0.47805
102.60799,-61.62307,-3.53875,0.47752
102.62400,-61.62307,-3.52933,0.47625
102.64000,-61.62307,-3.53038,0.47639
102.65580,-61.62307,-3.53177,0.47658
102.65600,-61.62307,-3.53177,0.47658
102.67200,-61.62307,-3.53196,0.47661
102.68799,-61.62307,-3.53449,0.47695
102.70399,-61.62307,-3.53723,0.47732
102.71999,-61.62307,-3.53848,0.47749
102.73600,-61.62307,-3.54062,0.47778
102.75200,-61.62307,-3.54008,0.47770
102.75680,-61.62307,-3.54184,0.47794
102.76800,-61.62307,-3.53999,0.47769
102.78400,-61.62307,-3.54148,0.47789
102.79999,-61.62307,-3.53623,0.47718
102.81599,-61.62307,-3.53766,0.47738
102.83200,-61.62307,-3.53477,0.47699
102.84380,-61.62307,-3.52985,0.47632
102.84800,-61.62307,-3.52969,0.47630
102.86400,-61.62307,-3.53348,0.47681
102.88000,-61.62307,-3.53961,0.47764
102.89600,-61.62307,-3.54296,0.47809
102.91199,-61.62307,-3.53899,0.47756
102.92799,-61.62307,-3.53616,0.47717
102.94400,-61.62307,-3.53225,0.47665
102.96000,-61.62311,-3.52756,0.47601
102.97600,-61.62322,-3.53151,0.47654
102.99200,-61.62331,-3.53867,0.47751
103.00799,-61.62342,-3.54140,0.47788
103.02399,-61.62352,-3.53531,0.47705
103.04000,-61.62362,-3.53088,0.47646
103.05600,-61.62372,-3.52891,0.47619
103.07200,-61.62382,-3.54028,0.47772
103.08800,-61.62364,-3.54109,0.47783
103.10400,-61.62345,-3.53395,0.47687
103.11999,-61.62343,-3.53485,0.47699
103.13599,-61.62343,-3.53868,0.47751
103.15200,-61.62347,-3.53523,0.47704
103.16800,-61.62358,-3.53697,0.47728
103.18400,-61.62368,-3.53462,0.47696
103.20000,-61.62381,-3.53252,0.47667
103.21599,-61.62375,-3.53614,0.47716
103.23199,-61.62369,-3.53694,0.47727
103.23680,-61.62368,-3.54213,0.47797
103.24380,-61.62364,-3.53727,0.47732
103.24800,-61.62365,-3.53470,0.47697
103.26400,-61.62375,-3.53577,0.47711
103.28000,-61.62375,-3.53772,0.47738
103.29600,-61.62375,-3.53459,0.47695
103.31200,-61.62375,-3.53576,0.47711
103.32799,-61.62375,-3.53572,0.47711
103.34399,-61.62375,-3.53710,0.47729
103.36000,-61.62375,-3.53304,0.47674
103.37600,-61.62375,-3.53575,0.47711
103.39200,-61.62375,-3.54225,0.47799
103.40800,-61.62375,-3.54275,0.47806
103.42399,-61.62375,-3.54011,0.47770
103.43999,-61.62375,-3.53556,0.47708
103.45599,-61.62375,-3.53768,0.47737
103.47200,-61.62375,-3.53877,0.47752
103.48800,-61.62375,-3.53796,0.47741
103.50400,-61.62375,-3.53650,0.47721
103.52000,-61.62375,-3.53516,0.47703
103.53599,-61.62375,-3.53726,0.47731
103.55199,-61.62375,-3.53830,0.47745
103.56800,-61.62375,-3.53850,0.47748
103.58400,-61.62375,-3.53945,0.47761
103.60000,-61.62375,-3.53864,0.47750
103.61600,-61.62375,-3.53459,0.47695
103.63200,-61.62375,-3.52679,0.47590
103.63480,-61.62377,-3.52619,0.47582
103.64799,-61.62394,-3.52655,0.47587
103.66399,-61.62414,-3.53655,0.47721
103.68000,-61.62434,-3.53973,0.47764
103.69600,-61.62453,-3.53890,0.47753
103.71200,-61.62463,-3.53198,0.47659
103.72800,-61.62474,-3.53237,0.47664
103.74399,-61.62478,-3.53855,0.47747
103.75999,-61.62478,-3.53358,0.47681
103.77600,-61.62478,-3.53677,0.47724
103.79200,-61.62478,-3.53602,0.47713
103.80800,-61.62478,-3.53650,0.47720
103.82400,-61.62478,-3.53572,0.47709
103.84000,-61.62478,-3.53633,0.47718
103.85599,-61.62478,-3.53588,0.47711
103.87199,-61.62478,-3.53592,0.47712
103.88800,-61.62478,-3.53719,0.47729
103.90400,-61.62478,-3.53571,0.47709
103.92000,-61.62478,-3.53456,0.47694
103.93600,-61.62478,-3.53707,0.47728
103.95199,-61.62478,-3.53872,0.47750
103.96799,-61.62478,-3.53720,0.47729
103.98400,-61.62478,-3.53376,0.47683
104.00000,-61.62478,-3.53129,0.47650
104.01600,-61.62478,-3.53151,0.47653
104.03200,-61.62478,-3.53171,0.47655
104.04800,-61.62478,-3.53276,0.47669
104.06399,-61.62478,-3.53434,0.47691
104.07999,-61.62478,-3.53354,0.47680
104.09600,-61.62478,-3.53420,0.47689
104.11200,-61.62478,-3.53222,0.47662
104.12800,-61.62478,-3.53137,0.47651
104.14400,-61.62478,-3.53356,0.47680
104.15999,-61.62478,-3.53475,0.47696
104.17599,-61.62478,-3.53174,0.47656
104.19199,-61.62478,-3.53330,0.47677
104.20800,-61.62478,-3.53527,0.47703
104.22400,-61.62478,-3.53474,0.47696
104.24000,-61.62478,-3.53068,0.47641
104.25600,-61.62478,-3.53175,0.47656
104.27199,-61.62478,-3.53412,0.47688
104.28799,-61.62482,-3.53032,0.47636
104.30400,-61.62492,-3.54057,0.47775
104.32000,-61.62502,-3.53667,0.47722
104.33600,-61.62512,-3.53687,0.47724
104.35200,-61.62522,-3.54004,0.47767
104.36800,-61.62524,-3.54038,0.47772
104.38399,-61.62524,-3.54028,0.47770
104.39999,-61.62524,-3.53576,0.47709
104.41600,-61.62524,-3.53485,0.47697
104.43200,-61.62524,-3.52920,0.47621
104.43380,-61.62524,-3.52863,0.47613
104.44800,-61.62524,-3.52749,0.47598
104.46280,-61.62524,-3.53751,0.47733
104.46400,-61.62524,-3.53771,0.47736
104.47999,-61.62524,-3.54060,0.47775
104.49599,-61.62524,-3.53972,0.47763
104.51200,-61.62524,-3.53311,0.47674
104.52800,-61.62524,-3.53806,0.47740
104.54400,-61.62524,-3.54017,0.47769
104.56000,-61.62524,-3.53721,0.47729
104.57480,-61.62524,-3.53019,0.47634
104.57600,-61.62524,-3.53034,0.47636
104.59199,-61.62524,-3.53591,0.47711
104.60799,-61.62524,-3.54003,0.47767
104.61580,-61.62524,-3.54231,0.47798
104.62400,-61.62524,-3.53748,0.47733
104.63280,-61.62524,-3.53141,0.47651
104.64000,-61.62528,-3.53315,0.47674
104.65600,-61.62537,-3.53539,0.47704
104.67200,-61.62548,-3.53295,0.47671
104.68280,-61.62553,-3.54026,0.47770
104.68799,-61.62550,-3.53820,0.47742
104.69080,-61.62549,-3.53432,0.47690
104.69580,-61.62552,-3.52869,0.47614
104.70380,-61.62571,-3.53429,0.47689
104.70399,-61.62571,-3.53429,0.47689
104.70780,-61.62575,-3.53973,0.47762
104.71999,-61.62554,-3.53936,0.47757
104.72080,-61.62553,-3.53767,0.47735
104.72580,-61.62553,-3.53033,0.47636
104.73480,-61.62579,-3.53467,0.47694
104.73600,-61.62582,-3.53624,0.47715
104.73880,-61.62586,-3.54118,0.47782
104.75200,-61.62550,-3.54775,0.47871
104.75980,-61.62526,-3.53793,0.47739
104.76680,-61.62534,-3.52734,0.47596
104.76800,-61.62538,-3.52641,0.47583
104.78400,-61.62598,-3.52462,0.47558
104.79080,-61.62623,-3.53488,0.47696
104.79880,-61.62621,-3.54825,0.47877
104.79999,-61.62617,-3.54966,0.47896
104.81599,-61.62556,-3.55980,0.48033
104.83200,-61.62496,-3.54881,0.47886
104.84800,-61.62464,-3.53532,0.47704
104.85980,-61.62480,-3.52648,0.47585
104.86400,-61.62488,-3.52549,0.47571
104.88000,-61.62518,-3.53108,0.47646
104.88480,-61.62527,-3.53853,0.47747
104.89600,-61.62524,-3.54806,0.47875
104.91199,-61.62514,-3.54416,0.47823
104.91680,-61.62511,-3.53572,0.47709
104.92480,-61.62532,-3.52275,0.47534
104.92799,-61.62545,-3.51913,0.47485
104.94380,-61.62613,-3.53038,0.47636
104.94400,-61.62613,-3.53038,0.47636
104.94980,-61.62619,-3.54191,0.47791
104.96000,-61.62591,-3.54559,0.47841
104.96280,-61.62582,-3.54127,0.47783
104.96680,-61.62576,-3.53450,0.47692
104.97600,-61.62592,-3.53651,0.47719
104.97680,-61.62594,-3.53789,0.47737
104.99200,-61.62594,-3.53494,0.47697
105.00799,-61.62600,-3.53682,0.47723
105.02399,-61.62600,-3.53626,0.47715
105.04000,-61.62594,-3.53961,0.47760
105.05600,-61.62584,-3.53908,0.47753
105.07200,-61.62576,-3.53599,0.47712
105.08800,-61.62576,-3.53867,0.47748
105.10400,-61.62576,-3.54086,0.47777
105.11999,-61.62591,-3.53536,0.47703
105.13599,-61.62611,-3.53638,0.47717
105.13980,-61.62616,-3.53376,0.47681
105.14680,-61.62625,-3.53894,0.47751
105.15200,-61.62624,-3.54035,0.47770
105.16800,-61.62613,-3.53742,0.47731
105.17080,-61.62612,-3.53513,0.47700
105.17780,-61.62612,-3.53944,0.47758
105.18400,-61.62610,-3.53981,0.47763
105.20000,-61.62600,-3.53253,0.47665
105.21599,-61.62590,-3.54037,0.47771
105.23199,-61.62579,-3.53953,0.47759
105.24800,-61.62569,-3.53767,0.47735
105.26400,-61.62559,-3.53697,0.47725
105.28000,-61.62551,-3.53607,0.47713
105.29600,-61.62568,-3.52990,0.47630
105.31200,-61.62598,-3.53033,0.47635
105.32799,-61.62629,-3.53268,0.47666
105.34399,-61.62659,-3.53358,0.47678
105.36000,-61.62689,-3.53356,0.47678
105.37600,-61.62703,-3.53419,0.47686
105.39200,-61.62713,-3.53461,0.47691
105.40800,-61.62704,-3.54296,0.47804
105.42399,-61.62664,-3.54435,0.47823
105.43999,-61.62625,-3.53438,0.47689
105.45599,-61.62614,-3.52952,0.47624
105.47200,-61.62604,-3.53400,0.47685
105.48800,-61.62594,-3.53971,0.47762
105.50400,-61.62594,-3.53529,0.47702
105.52000,-61.62604,-3.53665,0.47720
105.53599,-61.62614,-3.53560,0.47706
105.55199,-61.62625,-3.53728,0.47729
105.56800,-61.62634,-3.53862,0.47747
105.58400,-61.62645,-3.53743,0.47730
105.60000,-61.62655,-3.53683,0.47722
105.61600,-61.62665,-3.53439,0.47689
105.63200,-61.62675,-3.53687,0.47722
105.64799,-61.62686,-3.53677,0.47721
105.66399,-61.62695,-3.53612,0.47712
105.68000,-61.62705,-3.53318,0.47672
105.69600,-61.62716,-3.53626,0.47714
105.71200,-61.62725,-3.53611,0.47712
105.72800,-61.62719,-3.53805,0.47738
105.74399,-61.62708,-3.53607,0.47711
105.75999,-61.62699,-3.53617,0.47713
105.77600,-61.62688,-3.53279,0.47667
105.77780,-61.62687,-3.53225,0.47660
105.79200,-61.62678,-3.53162,0.47652
105.80800,-61.62668,-3.53219,0.47659
105.82400,-61.62658,-3.53431,0.47688
105.84000,-61.62648,-3.53566,0.47706
105.85599,-61.62638,-3.53529,0.47702
105.87199,-61.62628,-3.53556,0.47705
105.88800,-61.62617,-3.53464,0.47693
105.90400,-61.62608,-3.53532,0.47702
105.92000,-61.62602,-3.53440,0.47690
105.93600,-61.62602,-3.53331,0.47675
105.95199,-61.62602,-3.53361,0.47679
105.96799,-61.62602,-3.53197,0.47657
105.98399,-61.62610,-3.53278,0.47668
106.00000,-61.62620,-3.53474,0.47694
106.01600,-61.62630,-3.53220,0.47660
